timestamp,course_url,title,headline,is_bestseller,rating,num_reviews,num_students,instructor,language,price,discount,related_topics,sections,lectures,total_length
2025-10-07 04:04:30,https://www.udemy.com/course/rest-api-security-with-java-spring-boot-what-how/,REST API Security with Java Spring Boot - What & How,"SQL Injection, XSS prevention, HMAC, JWT, JWE, Oauth2, Okta, Denial of Service (DoS), and more about API security",No,4.5,113,"1,869",Timotius,English,359000.0,27%,"REST API, Network & Security, IT & Software",21.0,93.0,12h 24m
2025-10-07 04:06:42,https://www.udemy.com/course/inner-classes-in-java/,Inner Classes in Java,Learn about inner classes and nested classes in the Java programming language!,No,4.4,6,137,life,English,339000.0,24%,"Java SE, Programming Languages, Development",9.0,12.0,2h 0m
2025-10-07 04:06:57,https://www.udemy.com/course/java-for-software-testing-professionals-basics-to-advanced/,Java for Software Testing Professionals - Basics to Advanced,Upgrade yourself to automation.Complete Java guide for beginners from basics to advanced for Java developers and testers,No,4.4,69,260,Subhash,English,339000.0,24%,"Automation Testing, Software Testing, Development",15.0,65.0,7h 49m
2025-10-07 04:07:12,https://www.udemy.com/course/20-essential-data-structures-coding-interview-questions-in-java-python/,20 Essential Coding Interview Questions in Java and Python,"Learn Data Structure & Algorithm technical coding questions asked at GAFA. Array, HashMap, LinkedList, Tree, Recursion.",No,4.7,14,114,CSCareerKaizen.com,English,279000.0,30%,"Coding Interview, Other IT & Software, IT & Software",23.0,182.0,4h 49m
2025-10-07 04:07:40,https://www.udemy.com/course/learn-java-collections/,Learn Java Collections,Mastering Java Collections for Automation Testers and Developers,No,4.4,22,110,Pavan,English,349000.0,26%,"Java Collections Framework, Other IT & Software, IT & Software",3.0,11.0,6h 34m
2025-10-07 04:07:58,https://www.udemy.com/course/complete-e-commerce-course-javaspringhibernate-and-mysql/,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",Step-by-step guide on how to develop a complete E-Commerce website with both front-end and back-end,No,4.3,789,"4,178",Le,English,279000.0,76%,"E-Commerce, Web Development, Development",11.0,83.0,20h 4m
2025-10-07 04:08:15,https://www.udemy.com/course/interview-preparations-for-java-full-stack-developer/,Interview Preparations for Java Full Stack Developer,Master the essential skills and confidently crack your next Java full-stack developer interview with expert guidance.,No,4.5,1,"1,010",EDUCBA,English,279000.0,30%,"Java, Web Development, Development",6.0,23.0,3h 3m
2025-10-07 04:08:30,https://www.udemy.com/course/java-design-patterns-the-complete-masterclass/,Java Design Patterns: The Complete Masterclass - 21 Patterns,"Master Java Design Patterns and Write Robust and Extensible Software - MVC, Observable, Singleton, Facade, Builder...",No,4.1,835,"10,407",Paulo,English,309000.0,26%,"Design Patterns (software), Other IT & Software, IT & Software",25.0,99.0,9h 52m
2025-10-07 04:08:46,https://www.udemy.com/course/java-network-programming/,Java Network Programming - TCP/IP Socket Programming,Learn how to write powerful network applications.,No,4.5,756,"5,976",Catalin,English,309000.0,60%,"Java, Socket Programming, Other IT & Software, IT & Software",9.0,50.0,3h 37m
2025-10-07 04:09:01,https://www.udemy.com/course/building-web-gis-apps-with-java-spring-boot-mvc-and-leaflet/,Building Web GIS Apps with Java Spring Boot MVC and Leaflet,Learn to Build Web GIS Applications with Java,No,4.1,23,124,EBISYS,English,299000.0,25%,"Web Mapping, Web Development, Development",7.0,29.0,3h 11m
2025-10-07 04:09:15,https://www.udemy.com/course/the-complete-guide-to-running-java-in-docker-and-kubernetes/,The complete guide to running Java in Docker and Kubernetes,"Running JVMs in containers, the hard bits explained! Everything you need to know to run containers in production",No,4.5,147,"1,170",Christopher,English,299000.0,76%,"Docker, Software Engineering, Development",8.0,31.0,4h 38m
2025-10-07 04:09:30,https://www.udemy.com/course/c-c-c-java-ultimate-course-for-beginners/,"C, C++, C#, Java: The Ultimate Coding Course for Developers","Master C, C++, C#, Java Programming | Complete C, C++, C#, Java Coding Course for Beginners | Practical C, C++, C#, Java",No,4.2,16,"4,268",ARUNNACHALAM,English,279000.0,30%,"C# (programming language), IT Certifications, IT & Software",4.0,65.0,3h 20m
2025-10-07 04:09:44,https://www.udemy.com/course/core-java-for-automation-testers-selenium-appium-api/,"Core Java for Automation Testers - Selenium, Appium, API",Learn Core Java to start your automation testing with lots of programming examples and hands on.,No,4.5,113,"3,198",Shelendra,English,279000.0,30%,"Java, Software Testing, Development",9.0,36.0,6h 18m
2025-10-07 04:10:01,https://www.udemy.com/course/programming-network-applications-in-java/,Programming Network Applications in Java,TCP and UDP sockets in Java,No,4.5,"1,071","171,154",Cyber,English,299000.0,25%,"Network Programming, Network & Security, IT & Software",4.0,15.0,2h 8m
2025-10-07 04:10:17,https://www.udemy.com/course/byte-size-chunks-mvc/,Byte Size Chunks : Java Model-View-Controller (MVC),A little treat with all you need to know about the MVC paradigm in Java,No,4.4,19,"2,509",Loony,English,299000.0,25%,"Java, Programming Languages, Development",4.0,15.0,2h 40m
2025-10-07 04:10:33,https://www.udemy.com/course/azure-containers-apps-for-java-and-spring-boot/,Azure container apps for java and spring boot,Azure containers apps ( serverless kubernetes )for java and spring boot,No,4.3,13,101,Pritesh,English,299000.0,25%,"Kubernetes, Other IT & Software, IT & Software",11.0,39.0,3h 47m
2025-10-07 04:11:04,https://www.udemy.com/course/java-for-complete-beginners/,Java for Complete Beginners,The Course Where Programming and Fun Meet! Learn JAVA from Scratch With PLENTY of Free Resources and Challenges.,No,4.1,"3,167","43,713",Rupal,English,299000.0,25%,"Java, Programming Languages, Development",4.0,43.0,6h 15m
2025-10-07 04:11:17,https://www.udemy.com/course/getting-started-with-apache-struts-2-framework-spring-jdbc/,Apache Struts 2 Framework for Java Developers,Apache Struts 2 and Eclipse IDE for Java Developers,No,3.6,23,"2,093",Nicolaas,English,299000.0,25%,"Apache Struts, Other IT & Software, IT & Software",5.0,34.0,4h 26m
2025-10-07 04:11:33,https://www.udemy.com/course/apache-kafka-101-with-java-spring-boot-for-beginners/,Apache Kafka 101 With Java (Spring Boot) For Beginners,"Messaging System, RabbitMQ vs Apache Kafka, Topics, Producer-Broker-Consumer, Partitions, Transactions, Error Handler",No,4.4,16,124,Senol,English,299000.0,25%,"Apache Kafka, Web Development, Development",11.0,37.0,2h 49m
2025-10-07 04:12:01,https://www.udemy.com/course/the-ultimate-java-programming-course-hands-on-training/,The Ultimate Java Programming Course: Hands-On Training,"Boost Your Career with Java: Learn Programming, Problem-Solving, and Project Development",Yes,4.3,27,"3,682",Skillify,English,279000.0,73%,"Java, Programming Languages, Development",1.0,21.0,2h 19m
2025-10-07 04:12:16,https://www.udemy.com/course/ai-powered-application-development-with-java-spring-ai/,AI-Powered Application Development with Java Spring AI(2025),"Java Basics, Spring Boot, Spring AI, AI Model Integration, Hugging Face Models, Gemini API, RESTful API Development",No,3.5,4,199,Proton,English,279000.0,73%,"Spring AI, Software Engineering, Development",4.0,10.0,2h 2m
2025-10-07 04:12:30,https://www.udemy.com/course/build-a-todolist-fast-with-spring-boot-java-and-svelte/,"Build A TodoList Fast with Spring Boot, Java and Svelte",Build a Full Stack Todolist Application Fast and Easy,No,4.2,12,"1,021",James,English,299000.0,25%,"Spring Boot, Web Development, Development",3.0,20.0,1h 18m
2025-10-07 04:12:45,https://www.udemy.com/course/data-structures-and-algorithms-in-java-2/,Advanced Data Structures and Algorithms in Java ( DSA ),Advanced Data Structures and Algorithms in Java Using Java DSA Java Data Structures Algorithms DSA with Java DSA in Java,No,4.4,162,"1,939",Deepali,English,349000.0,26%,"Data Structures, Java, Software Engineering, Development",10.0,67.0,7h 18m
2025-10-07 04:15:11,https://www.udemy.com/course/introduction-to-data-structures-algorithms-in-java/,Introduction to Data Structures & Algorithms in Java,Designed to help understand the fundamentals of DS & Algorithms really well. A must have for programming interviews.,No,4.2,"3,544","25,821",Raghavendra,English,319000.0,26%,"Java Algorithms, Data Structures, Software Engineering, Development",10.0,103.0,5h 4m
2025-10-07 04:15:27,https://www.udemy.com/course/learn-java-and-python-in-one-course/,Learn Java and Python in One Course,You'll learn to apply Java programming and Python with real world projects with layered architecture and best practices,No,4.7,6,"4,018",Rakesh,English,299000.0,25%,"Java, Other IT & Software, IT & Software",11.0,45.0,5h 29m
2025-10-07 04:15:42,https://www.udemy.com/course/python-java-c-c-c-programming-practices-for-dummies/,"Developers Best Coding Practices on C,C++, C#, Java & Python","Supercharge your software programming skill with best coding practices in C, C++, C#, Java and Python programming",No,4.2,31,"3,653",Emenwa,English,299000.0,25%,"Scratch Programming, Software Engineering, Development",5.0,539.0,59h 34m
2025-10-07 04:16:00,https://www.udemy.com/course/java-collections-and-generics/,Java Collections And Generics,Move your Java skills to the next level by mastering Java Collections Framework and Generics,No,3.2,17,122,Sera,English,339000.0,24%,"Java Collections Framework, Programming Languages, Development",6.0,48.0,2h 11m
2025-10-07 04:16:14,https://www.udemy.com/course/learn-java-sqlite-build-employee-payroll-loan-system/,"JAVA : Build Employee Payroll, Loan System & More Projects","In this course you will learn how to create comprehensive Employee Salary, Payroll & Loan management system from scratch",No,4.6,3,25,Abdullahi,English,299000.0,25%,"Java, Programming Languages, Development",10.0,49.0,6h 41m
2025-10-07 04:16:29,https://www.udemy.com/course/project-designing-in-java/,Project Designing in Java,Learn to design an independent projects in java,No,4.3,3,"2,001",Sana,English,279000.0,30%,"Java, Programming Languages, Development",2.0,21.0,6h 43m
2025-10-07 04:16:44,https://www.udemy.com/course/learn-coding-with-java-from-scratch-essential-training-2022/,Learn Coding with Java from Scratch: Essential Training,"Mastering Java 17 with the modern features, know how it works. Become A Professional Java Developer in no time!",No,4.4,891,"76,158",SDE,English,299000.0,25%,"Java, Programming Languages, Development",9.0,37.0,3h 40m
2025-10-07 04:16:58,https://www.udemy.com/course/java-the-easy-way/,Learn Java the Easy Way: Build Desktop & Android Mobile Apps,"A Hands-On Introduction to Programming in Java on PC, Mac, Linux and Android Devices.",No,4.4,598,"3,710",Bryson,English,339000.0,24%,"Android Development, Java, Programming Languages, Development",10.0,115.0,12h 6m
2025-10-07 04:17:14,https://www.udemy.com/course/animated-java-programming-language-course-for-kids/,Animated Java Programming Language Course For Kids,Beginner to advanced level(THERE IS A GIFT FOR YOU AT THE END OF THE COURSE),No,4.1,12,"1,117",Alisia,English,299000.0,25%,"Java, Online Education, Teaching & Academics",9.0,11.0,1h 57m
2025-10-07 04:17:29,https://www.udemy.com/course/java-oca-ocp/,Complete Java Programming and Certification Guide,Most efficient course to learn the Java basics or prepare yourself for the OCA (1Z0-808) + extra 9 hours live content,No,4.7,74,"9,187",Maaike,English,299000.0,25%,"Java, Programming Languages, Development",15.0,68.0,13h 20m
2025-10-07 04:17:45,https://www.udemy.com/course/owasp-learnit/,OWASP API Security Top 10 2021/2023/2025 with Java Examples,"Learn OWASP Top 10 2017, 2021, 2023 & 2025. Understand the most critical Security Vulnerabilities in Web Applications",No,4.4,662,"24,259",Andrii,English,309000.0,67%,"OWASP, Web Development, Development",18.0,96.0,30h 17m
2025-10-07 04:18:02,https://www.udemy.com/course/go-full-stack-jwt-authorization-with-spring-boot-and-angular/,Go Full Stack JWT Authorization With Spring Boot and Angular,"JWT Authorization and Authentication, Java, Json Web Token, Access Token vs refresh Token, MySQL, Hibernate, Maven",No,4.2,54,320,Senol,English,299000.0,25%,"JSON Web Token (JWT), Web Development, Development",21.0,71.0,6h 29m
2025-10-07 04:18:17,https://www.udemy.com/course/a-sip-of-java/,A Sip of Java,Learn the core features of Java in the time it takes to finish a coffee.,No,4.7,153,"9,497",Nate,English,349000.0,26%,"Java, Programming Languages, Development",10.0,50.0,4h 39m
2025-10-07 04:18:49,https://www.udemy.com/course/java-for-scientific-computing/,Java for Scientific Computing,Ideas for scientific computing in java,No,4.5,9,270,Meisam,English,299000.0,25%,"Java, Engineering, Teaching & Academics",16.0,116.0,59h 11m
2025-10-07 04:19:03,https://www.udemy.com/course/beginner-pro-java/,Beginner Professional Java - Learn to Code for Work and Fun,"Learn to code from no prior experience. Train for a career in software, or learn how to teach coding.",No,4.2,298,"1,761",Jenny,English,349000.0,26%,"Java, Programming Languages, Development",12.0,157.0,14h 22m
2025-10-07 04:19:20,https://www.udemy.com/course/learn-java-with-hands-on-examples-completely-from-scratch/,Learn Java with hands-on examples - Completely from Scratch,A perfect course for beginners and intermediate ones to learn Java in the easiest way ever with hands-on examples,No,3.4,19,525,Karim,English,299000.0,25%,"Java, Programming Languages, Development",13.0,45.0,3h 17m
2025-10-07 04:19:35,https://www.udemy.com/course/learn-java-programming-8-to-13/,Learn Java Programming 8.0 - 13.0,Complete course to learn Java from Basics to version updates from 8.0 to 13.0,No,4.6,3,22,Mandar,English,279000.0,30%,"Java, Programming Languages, Development",15.0,107.0,16h 13m
2025-10-07 04:19:52,https://www.udemy.com/course/introduction-to-java-programming-for-beginners/,Introduction To Java Programming For Beginners,Learn the basics of Java programming language : Master the Foundations of Java,No,3.6,6,28,Bluelime,English,279000.0,30%,"Java, Programming Languages, Development",1.0,19.0,1h 28m
2025-10-07 04:20:07,https://www.udemy.com/course/learn-kafka-basics-and-client-development-in-java/,Kafka Basics and Develop Kafka Java Clients,Learn Kafka Basics and Kafka Client Development in Java,No,4.5,16,61,Narender,English,279000.0,30%,"Apache Kafka, Other IT & Software, IT & Software",6.0,27.0,3h 9m
2025-10-07 04:20:31,https://www.udemy.com/course/vertx-35-java-apis-fast-and-simple/,Vert.x 3.5 Java API's Fast and Simple,"Micro Services with Vert.x, Java, Maven and MongoDB RESTful API's",No,3.9,196,"2,162",Tom,English,309000.0,26%,"Java, REST API, Other IT & Software, IT & Software",6.0,19.0,5h 13m
2025-10-07 04:20:45,https://www.udemy.com/course/restfull-api-web-services-with-spring-boot-and-vue-js-vuex-router/,Restful API Web Services With Spring Boot And Vue JS + Vuex,"Spring Boot, Vue, Vuex, MySQL, Full Stack Web Development, Lombok, Gradle, Java, Bootstrap, Font-Awesome, Vue-Router",No,4.0,38,217,Senol,English,379000.0,70%,"Vue JS, Web Development, Development",9.0,56.0,4h 20m
2025-10-07 04:21:00,https://www.udemy.com/course/learning-java-using-jshell/,Learning Java using JShell,"Covers variables, operators, conditional statements like loops and methods",No,4.3,19,"9,577",Christoph,English,349000.0,26%,"Java, Programming Languages, Development",12.0,41.0,3h 12m
2025-10-07 04:23:37,https://www.udemy.com/course/master-junit-testing-with-spring-boot-and-mockito/,Master Java unit testing with Spring boot and Mockito,Java unit testing with Spring boot and Mockito,No,4.7,2,17,Srini,English,279000.0,30%,"Unit Testing, Software Testing, Development",3.0,25.0,3h 21m
2025-10-07 04:23:53,https://www.udemy.com/course/mastering-java-spring-framework/,Mastering Java Spring Framework,"Unlock your potential and master Java Spring Framework to build robust, scalable applications",No,3.1,4,"1,023",EDUCBA,English,279000.0,30%,"Spring Framework, Other IT & Software, IT & Software",10.0,234.0,33h 15m
2025-10-07 04:24:07,https://www.udemy.com/course/build-a-todolist-with-spring-boot-java-and-react-native/,"Build A TodoList with Spring Boot, Java and React Native",Build a Full Stack Todolist Application Fast and Easy,No,3.8,10,"1,023",James,English,299000.0,25%,"React Native, Mobile Development, Development",3.0,22.0,1h 36m
2025-10-07 04:24:23,https://www.udemy.com/course/data-structure-algorithm-in-java-from-scratch-to-deep/,Data structure & algorithm in Java: From zero to hero,Data structure & algorithm deep dive,No,4.6,21,"1,856",Muhammad,English,279000.0,30%,"Data Structures, IT Certifications, IT & Software",3.0,12.0,2h 21m
2025-10-07 04:25:10,https://www.udemy.com/course/modern-java-ee-8-design-patterns-gang-of-four/,Modern Design Patterns with Java EE 8,Your concise guide to implementing popular design patterns with Java EE 8,No,3.4,18,851,Luqman,English,299000.0,25%,"Java EE, Software Engineering, Development",9.0,83.0,2h 58m
2025-10-07 04:25:26,https://www.udemy.com/course/creationalpatternsinjava/,Learn Creational Design Patterns in Java,Time to Master your Primary Weapon,No,4.3,43,"19,352",Samarth,English,299000.0,25%,"Design Patterns (software), IT Certifications, IT & Software",6.0,24.0,2h 22m
2025-10-07 04:25:42,https://www.udemy.com/course/core-java-fundamentals/,Core Java Programming from Scratch to Advanced,"OOPs, Classes, Controls, Exceptions, Collections, Anonymous Inners, Multithreading Essentials, Functional Prg, Streams",No,4.0,166,"10,264",Hussain,English,299000.0,25%,"Java, Programming Languages, Development",14.0,39.0,11h 4m
2025-10-07 04:25:59,https://www.udemy.com/course/must-know-object-oriented-programming-in-java/,Must Know Object Oriented Programming in Java,An intensive programming for beginners course with the key topcis that every software devloper MUST know.,No,4.4,16,117,Mammoth,English,299000.0,25%,"Data Science, Java, Object-Oriented Programming (OOP), Programming Languages, Development",11.0,128.0,11h 39m
2025-10-07 04:26:13,https://www.udemy.com/course/gwt-as-a-pure-java-to-javascript-transpiler/,GWT as a pure Java to JavaScript transpiler,Learn how to use GWT for leveraging the benefits of both worlds: Java and JavaScript.,No,3.8,19,155,Zakaria,English,299000.0,25%,"Web Frameworks, Web Development, Development",4.0,16.0,3h 58m
2025-10-07 04:26:28,https://www.udemy.com/course/build-a-todolist-with-spring-boot-java-and-electron-react/,"Build A TodoList with Spring Boot, Java and Electron React",Build a Full Stack Todolist Application Fast and Easy,No,4.9,4,"1,013",James,English,279000.0,30%,"Spring Boot, Web Development, Development",3.0,21.0,1h 43m
2025-10-07 04:26:44,https://www.udemy.com/course/byte-sized-chunks-graph-algorithms-and-problems-in-java/,Byte-Sized-Chunks: Graph Algorithms and Problems in Java,"Djisktra, Prim, Kruskal, Bellman-Ford, the topological sort - all will make sense now!",No,4.5,63,"2,878",Loony,English,299000.0,25%,"Algorithms, Java, Software Engineering, Development",5.0,28.0,5h 13m
2025-10-07 04:26:59,https://www.udemy.com/course/object-oriented-programming-using-java/,Object-Oriented Programming Using Java,Solid foundation to build scalable Java applications,No,4.1,7,109,Osama,English,299000.0,25%,"Programming Fundamentals, Software Engineering, Development",9.0,44.0,5h 49m
2025-10-07 04:27:15,https://www.udemy.com/course/gof-design-patterns-learnit/,GoF Design Patterns - Complete Course with Java Examples,Software Design Patterns in OOP with Java examples. Architecture principles and clean code design in OOP applications,No,4.4,568,"90,765",Andrii,English,349000.0,26%,"Design Patterns (software), Software Engineering, Development",6.0,12.0,3h 16m
2025-10-07 04:27:30,https://www.udemy.com/course/java-8-zero-to-hero-with-lambda-stream/,JAVA 8: Zero To Hero with Lambdas & Streams,"Coding Java 8 will teach you about Lambdas, Streams, new Date APIs, Optionals, and parallel programming.",No,3.7,14,"5,894",Chandan,English,299000.0,25%,"Java, Programming Languages, Development",8.0,28.0,2h 26m
2025-10-07 12:39:04,https://www.udemy.com/course/the-complete-javascript-course/,The Complete JavaScript Course 2025: From Zero to Expert!,"The modern JavaScript course for everyone! Master JavaScript with projects, challenges and theory. Many courses in one!",Yes,4.7,"23,179","1,003,318",Jonas,English,569000.0,77%,"JavaScript, Web Development, Development",21.0,332.0,71h 11m
2025-10-07 12:39:19,https://www.udemy.com/course/the-complete-web-development-bootcamp/,The Complete Full-Stack Web Development Bootcamp,"Become a Full-Stack Web Developer with just ONE course. HTML, CSS, Javascript, Node, React, PostgreSQL, Web3 and DApps",Yes,4.7,"394,476","1,502,235",Dr.,English,289000.0,82%,"Web Development, Development",44.0,374.0,61h 44m
2025-10-07 12:39:35,https://www.udemy.com/course/javascript-the-complete-guide-2020-beginner-advanced/,JavaScript - The Complete Guide 2025 (Beginner + Advanced),Modern JavaScript from the beginning - all the way up to JS expert level! THE must-have JavaScript resource in 2025.,Yes,4.6,"32,401","173,029",Academind,English,369000.0,81%,"JavaScript, Programming Languages, Development",36.0,617.0,52h 33m
2025-10-07 12:39:49,https://www.udemy.com/course/modern-javascript-from-the-beginning/,Modern JavaScript From The Beginning 2.0 (2024),A 36-hour master course to take you from beginner to advanced JavaScript,No,4.7,"35,567","125,716",Brad,English,479000.0,81%,"JavaScript, Web Development, Development",22.0,265.0,36h 33m
2025-10-07 12:40:02,https://www.udemy.com/course/big-react-js-course-with-ai-redux-router-tailwind-css/,Big React JS Course With AI (Redux / Router / Tailwind CSS),Ultimate React JS Course + Complete Study of the React Ecosystem Libraries (Redux / Router) & Tailwind CSS With AI,Yes,5.0,24,88,Dmitrii,English,279000.0,73%,"React JS, Web Development, Development",20.0,203.0,25h 19m
2025-10-07 12:40:16,https://www.udemy.com/course/web-development-projects-using-html-css-and-javascript-2025/,"Web Development Projects Using HTML, CSS And JavaScript 2025","Master Modern Web Development by Building a Real-World Projects, Including API-Driven Apps, Games, and Tools",Yes,4.9,5,10,Qais,English,279000.0,73%,"JavaScript, Web Development, Development",10.0,67.0,8h 49m
2025-10-07 12:40:31,https://www.udemy.com/course/test-automation-with-webdriverio-cucumber-and-javascript/,"Test Automation with WebDriverIO, Cucumber and Javascript","Learn End-to-End Web Automation with WebDriverIO, Cucumber Frameworks, and Modern JavaScript",Yes,5.0,1,7,Trainer,English,279000.0,64%,"WebdriverIO, Other IT & Software, IT & Software",14.0,100.0,15h 39m
2025-10-07 12:40:46,https://www.udemy.com/course/reactjs-chatgpt-crash-course-build-apps-step-by-step/,React JS + ChatGPT Crash Course: Build Dynamic React Apps,"Learn React JS with ChatGPT | Master React, Hook, Routing, Reactstrap, Tailwind and Build Projects and Apps Step by Step",Yes,5.0,187,274,Hasnain,English,279000.0,73%,"React JS, Programming Languages, Development",10.0,87.0,7h 53m
2025-10-07 12:40:58,https://www.udemy.com/course/genai-food-ordering-app-ecommerce-with-nextjs-react-node/,GenAI Food Ordering App & Ecommerce with Next.js React Node,"Build & Deploy a Scalable Food Delivery Platform with Next.js 15, React, Redux Toolkit, Node.js, MongoDB, Next-Auth, JWT",Yes,5.0,36,63,aryan,English,279000.0,73%,"MERN Stack, Web Development, Development",41.0,216.0,60h 49m
2025-10-07 12:41:13,https://www.udemy.com/course/build-your-stunning-developer-portfolio-w-nextjs-openai/,"[2025] Build A Stunning Portfolio Website: Next.Js, AI, more","Stand out to recruiters: Build job-ready apps w/ AI Chatbot, Styled Components, TypeScript, Multi-Language/Theme support",Yes,5.0,2,6,Ebuka,English,279000.0,84%,"Next.js, Web Development, Development",12.0,68.0,8h 6m
2025-10-07 12:41:29,https://www.udemy.com/course/full-stack-development-for-beginner-react-nextjs-nodejs/,"Full-Stack Development for Beginner: React, Next.js, Node.js","Become a Full-Stack Web Developer and Build 5 Real Projects with React, Next.js, Node.js, REST API, AI Integration, more",Yes,5.0,17,"3,053",Anton,English,279000.0,73%,"React JS, Web Development, Development",43.0,219.0,22h 21m
2025-10-07 12:41:42,https://www.udemy.com/course/build-javascript-candy-crush-game-other-javascriptgames-projects/,Build JavaScript Candy Crush Game & other Games Projects,"Explore game development with JavaScript - candy crush, speed typing, rock paper scissors, snake-food, pong game",Yes,0.0,40,7,Pamch,English,279000.0,73%,"JavaScript, Game Development, Development",12.0,155.0,51h 42m
2025-10-07 12:41:54,https://www.udemy.com/course/javascript-basics-for-beginners/,JavaScript Basics for Beginners,JavaScript - Master the Fundamentals in 6 Hours,Yes,4.6,"44,854","174,529",Mosh,English,409000.0,73%,"JavaScript, ECMAscript, Programming Languages, Development",7.0,104.0,6h 38m
2025-10-07 12:42:08,https://www.udemy.com/course/the-complete-javascript-course-zero-to-hero/,The Complete JavaScript Course | Zero to Hero in 2025,An accelerated pathway from zero to JavaScript mastery that covers all the essentials and much much more!,Yes,4.6,326,"1,212",James,English,279000.0,30%,"JavaScript, Engineering, Teaching & Academics",10.0,28.0,9h 8m
2025-10-07 12:42:22,https://www.udemy.com/course/pro-javascript/,JavaScript Pro: Mastering Advanced Concepts and Techniques,"Level Up Your JS. Covers latest syntax, design patterns, functional programming, browser APIS, OOP, Canvas, and more!",No,4.7,"1,399","15,657",Colt,English,299000.0,25%,"JavaScript, Web Development, Development",20.0,183.0,19h 2m
2025-10-07 12:42:36,https://www.udemy.com/course/javascript-beginners-complete-tutorial/,The Modern Javascript Bootcamp Course,The most up-to-date JS resource online! Master Javascript by building a beautiful portfolio of projects!,No,4.8,"13,010","72,445",Colt,English,479000.0,81%,"JavaScript, Programming Languages, Development",34.0,484.0,51h 54m
2025-10-07 12:42:49,https://www.udemy.com/course/the-web-developer-bootcamp/,The Web Developer Bootcamp 2025,"With 10 Hours of React added. Become a Developer With ONE course - HTML, CSS, JavaScript, React, Node, MongoDB and More!",No,4.6,"283,217","946,684",Colt,English,419000.0,82%,"Web Development, Development",74.0,703.0,74h 9m
2025-10-07 12:43:02,https://www.udemy.com/course/professional-javascript-course/,Professional JavaScript (Beginner to Advanced!),"This is the #1 resource to master modern JavaScript! Learn modern ES6+ JavaScript by building real, beautiful projects.",No,4.5,553,"3,081",ByteGrad,English,309000.0,76%,"JavaScript, Programming Languages, Development",10.0,122.0,20h 4m
2025-10-07 12:43:15,https://www.udemy.com/course/50-projects-50-days/,"50 Projects In 50 Days - HTML, CSS & JavaScript","Sharpen your skills by building 50+ quick, unique and fun mini projects",No,4.7,"12,641","90,272",Brad,English,409000.0,80%,"CSS, JavaScript, Web Development, Development",53.0,170.0,19h 23m
2025-10-07 12:43:27,https://www.udemy.com/course/understand-javascript/,JavaScript: Understanding the Weird Parts,"The advanced JavaScript course for everyone! Scope, closures, prototypes, 'this', build your own framework, and more.",No,4.7,"2,773","197,045",Anthony,English,519000.0,79%,"JavaScript, Web Development, Development",13.0,92.0,12h 38m
2025-10-07 12:43:46,https://www.udemy.com/course/js-algorithms-and-data-structures-masterclass/,JavaScript Algorithms and Data Structures Masterclass,The Missing Computer Science and Coding Interview Bootcamp,Yes,4.8,"30,459","166,133",Colt,English,389000.0,83%,"Algorithms, Programming Languages, Development",29.0,250.0,21h 54m
2025-10-07 12:44:00,https://www.udemy.com/course/javascript-mastery/,The Complete JavaScript Course 2025: From Beginner to Pro,"Learn JavaScript, DOM manipulation, async programming, error handling, and real-world front-end development from scratch",No,4.5,34,92,Hayk,English,279000.0,73%,"JavaScript, Web Development, Development",6.0,53.0,5h 5m
2025-10-07 12:44:14,https://www.udemy.com/course/the-ultimate-react-course/,"The Ultimate React Course 2025: React, Next.js, Redux & More","Master modern React from beginner to advanced! Next.js, Context API, React Query, Redux, Tailwind, advanced patterns",Yes,4.7,"23,179","147,659",Jonas,English,339000.0,83%,"React JS, Redux Framework, Web Development, Development",40.0,505.0,83h 52m
2025-10-07 12:44:30,https://www.udemy.com/course/javascript-course-coding2go/,Learn JavaScript in 2 Weeks (Complete JavaScript Bootcamp),Build Dynamic and Interactive Websites with JavaScript. Learn the Basics fast & start building projects today!,No,4.8,56,242,Fabian,English,279000.0,73%,"JavaScript, Programming Languages, Development",20.0,157.0,8h 30m
2025-10-07 12:44:46,https://www.udemy.com/course/new-javascript-grandmaster/,JavaScript Complete Grandmaster Course 2025,JavaScript Beginner to Advanced. Comprehensive. Practical and current. Everything you need to know about JavaScript.,No,4.6,643,"3,616",Clyde,English,279000.0,79%,"JavaScript, Other IT & Software, IT & Software",20.0,238.0,13h 25m
2025-10-07 12:44:59,https://www.udemy.com/course/the-javascript-course/,[For Beginners] JavaScript Complete Course,Learning JavaScript from basics to advanced with unique industry-proven approaches and making you confident with JS.,No,4.6,45,209,Navin,English,279000.0,30%,"JavaScript, Web Development, Development",11.0,214.0,26h 7m
2025-10-07 12:45:12,https://www.udemy.com/course/javascript-flash-course-beginner-to-advanced/,The Fastest Javascript Course: From ZERO to HERO in 6 Hours,"Complete Project-Based JavaScript with ES6+, JS Best Practices, HTTP Requests to APIs, JSON and more",No,4.6,"2,597","12,565",Ivan,English,299000.0,25%,"JavaScript, Web Development, Development",5.0,52.0,6h 1m
2025-10-07 12:45:26,https://www.udemy.com/course/the-web-dev-bootcamp/,100 Hours Web Development Bootcamp - Build 23 React Projects,The only project based course you will ever need. Get access to all kinds React.js projects that you can think of.,No,4.6,832,"7,701",Burak,English,279000.0,30%,"Web Development, Development",28.0,488.0,128h 20m
